Changed database context to 'master'.
Changed database context to 'Day8Indexing'.
OrderId     CustomerId  OrderDate                              Amount      
       1369          20            2024-08-30 09:58:59.5886800       625.42
      72266          20            2025-03-18 06:06:15.5886800       363.73
      85454          20            2025-09-22 17:34:04.5886800       884.33
      21516          22            2026-05-01 15:24:33.5886800       647.90
      34676          22            2025-08-02 16:09:13.5886800        50.94
      57104          22            2025-11-02 15:09:44.5886800       565.87
      69364          22            2026-04-04 04:23:04.5886800       768.29
      21743          23            2025-02-22 11:56:00.5886800       589.12
      83299          23            2025-11-23 03:52:58.5886800       859.94
      84460          23            2026-04-27 22:55:18.5886800       818.55
      77707          24            2026-04-11 20:29:23.5886800       620.48
       2845          25            2025-03-27 06:29:06.5886800       635.30
       3351          25            2026-01-10 00:49:54.5886800       781.94
       5076          25            2025-06-05 04:04:48.5886800       681.90
      65325          25            2024-10-16 11:16:50.5886800       569.37
      34324          26            2025-11-22 08:55:58.5886800       694.35
      67011          26            2024-11-12 09:53:29.5886800       451.10
      26551          27            2026-01-01 00:02:15.5886800       762.18
      34779          27            2026-04-18 15:09:12.5886800       962.76
      87515          27            2025-10-08 07:19:12.5886800       847.58
     104428          27            2026-06-21 12:36:35.9873216       520.02
      11017          28            2024-09-01 17:34:55.5886800       847.26
      12049          28            2026-03-04 06:10:04.5886800       512.20
      14475          28            2026-05-16 06:14:12.5886800       665.43
      59298          28            2026-05-01 03:42:33.5886800       440.23
      91543          28            2025-02-09 22:10:31.5886800        76.79
      35020          29            2025-01-05 00:33:32.5886800       444.09
     101401          29            2025-09-02 08:12:44.9873216       619.02
      39069          30            2026-07-16 04:18:32.5886800       179.90
      43585          30            2025-05-29 22:01:27.5886800        26.50
      13106          31            2025-07-21 03:47:57.5886800       458.03
      75819          31            2025-04-14 05:39:57.5886800       630.52
      87669          32            2026-05-20 21:58:43.5886800       415.58
      50519          33            2026-03-23 05:13:07.5886800       798.68
      95566          33            2026-07-08 21:32:59.5886800       568.17
      14098          35            2025-10-01 04:33:55.5886800       931.75
      22310          35            2024-11-11 03:28:27.5886800       384.46
      30378          35            2026-02-03 01:34:53.5886800       636.07
      43505          35            2025-03-23 16:31:24.5886800        30.38
      58474          35            2026-06-02 18:53:13.5886800       414.55
      60381          35            2025-09-30 06:04:49.5886800       901.02
      75456          35            2025-12-13 14:46:30.5886800       297.01
      91017          35            2025-09-30 01:07:35.5886800       266.85
       1442          36            2025-10-06 00:36:36.5886800       447.03
      27717          36            2025-07-28 00:51:05.5886800       981.66
      32386          36            2025-11-05 04:05:18.5886800       591.04
      34607          36            2024-09-20 12:51:28.5886800        54.45
      59724          36            2026-06-21 19:48:26.5886800       195.63
      99340          36            2025-12-12 13:40:01.5886800       295.55
      14211          37            2026-03-12 03:50:00.5886800       876.53
      51697          37            2025-10-22 04:56:43.5886800        13.09
      54041          37            2026-03-26 09:09:09.5886800       929.09
     105784          37            2025-08-19 22:41:10.4699613       842.76
       1322          38            2025-03-20 23:59:38.5886800       377.70
       6044          38            2025-06-11 01:53:47.5886800       126.70
      30676          38            2024-10-23 06:29:58.5886800       406.90
      42685          38            2025-02-13 09:07:06.5886800       343.07
      55759          38            2024-10-06 13:53:01.5886800         5.72
      88982          38            2026-01-17 20:08:02.5886800       915.97
     108773          38            2025-02-17 09:29:50.4699613       871.09
       3267          39            2025-02-27 10:43:34.5886800       942.67
       6090          39            2025-08-04 20:06:21.5886800       241.79
      25193          39            2025-12-15 02:33:37.5886800       708.32
      57697          39            2025-08-02 10:05:44.5886800       341.57
      59108          39            2026-02-12 14:49:45.5886800       238.47
      94835          39            2025-06-18 09:02:14.5886800       400.69
     101085          39            2026-06-30 17:19:50.9873216       400.60
     102523          39            2025-04-21 02:20:14.9873216       434.16
      61056          40            2025-05-05 05:20:14.5886800       148.23
      89396          40            2025-07-07 19:52:26.5886800       270.80
      38026          41            2024-08-30 05:48:11.5886800       736.26
      48669          41            2026-07-01 12:06:02.5886800        85.42
      51552          41            2026-06-17 00:56:17.5886800       749.06
      60767          41            2025-11-05 13:52:15.5886800       103.27
      96732          41            2025-12-08 09:26:45.5886800        47.89
      32268          42            2025-07-06 01:04:15.5886800       668.12
      44515          42            2024-12-06 02:02:41.5886800       985.88
      81678          42            2025-12-25 19:55:01.5886800       711.70
       9292          43            2026-03-21 06:16:54.5886800       257.95
      42681          43            2024-10-29 17:27:00.5886800        14.50
      57865          43            2025-12-25 12:02:18.5886800       531.44
      61328          43            2025-09-19 16:22:59.5886800       652.79
      84282          43            2025-10-19 10:59:33.5886800       838.82
     102705          43            2026-04-21 07:34:35.9873216       403.80
     104839          43            2025-01-07 08:35:34.9873216       391.40
      25853          44            2026-04-05 19:41:31.5886800       513.59
      33001          44            2026-03-17 01:14:15.5886800       233.29
      33608          44            2026-08-06 05:28:09.5886800       853.34
      68183          44            2025-07-08 08:11:38.5886800       962.06
      90220          44            2024-10-14 22:03:57.5886800       663.41
       8303          45            2025-10-01 21:18:54.5886800       725.40
      47282          45            2024-12-29 23:28:36.5886800       567.83
      63734          45            2026-06-08 04:36:25.5886800       792.51
      65111          45            2026-07-28 22:05:20.5886800       429.18
      35819          46            2025-10-14 18:12:39.5886800       427.21
      60211          46            2024-10-27 23:36:14.5886800       339.10
     104012          46            2025-08-23 04:00:46.9873216       865.90
     107556          46            2025-11-05 03:48:42.4699613        53.09
      23549          47            2026-07-22 06:56:36.5886800       459.48
      95360          47            2025-10-08 11:24:10.5886800       392.29
      96796          47            2025-11-14 15:25:41.5886800       759.26
      98258          47            2024-09-27 06:33:59.5886800       203.67
     105964          47            2026-04-17 20:56:19.4699613       482.48
      33549          48            2025-06-23 19:17:15.5886800       879.07
      42399          48            2025-12-29 10:59:44.5886800       514.19
      47935          48            2025-04-16 13:47:51.5886800       625.82
      86367          48            2026-03-18 17:31:20.5886800       702.92
      90226          48            2025-11-13 22:01:15.5886800       862.73
      48900          49            2025-08-02 15:33:12.5886800       624.79
      66173          49            2026-03-24 07:15:29.5886800        67.98
      86063          49            2026-03-31 13:59:03.5886800       846.26
       6424          50            2026-08-08 22:55:48.5886800       816.52
      25719          50            2026-02-22 23:42:21.5886800       598.85
      44352          50            2025-09-04 09:24:44.5886800       263.19
       2826          51            2025-02-15 11:59:28.5886800       376.39
      45482          51            2026-04-09 05:20:17.5886800       532.10
      76755          51            2024-12-28 05:50:55.5886800       553.10
      77334          51            2026-07-17 08:28:16.5886800        28.76
      88013          51            2026-07-08 15:41:02.5886800       329.31
       9620          52            2025-11-01 22:34:32.5886800       751.57
      80407          52            2024-10-04 20:38:38.5886800        10.61
      90072          52            2024-10-26 06:51:59.5886800       593.48
     109573          52            2024-12-12 03:54:47.4699613       116.13
       3419          53            2025-05-27 22:59:35.5886800       281.99
       6848          53            2026-03-29 20:02:20.5886800       119.70
      42864          53            2024-10-27 07:48:24.5886800       304.42
      46761          53            2025-12-19 17:40:27.5886800       280.86
      61715          53            2025-09-26 01:34:42.5886800       737.88
      70329          53            2025-06-08 05:42:16.5886800       106.01
      73666          53            2025-11-07 18:51:43.5886800       739.71
     104388          53            2025-04-22 15:45:58.9873216       466.88
        267          54            2025-04-27 14:26:45.5886800       947.13
      41302          54            2026-03-01 14:01:56.5886800       192.83
      51264          54            2024-12-28 11:06:41.5886800       780.52
      81513          54            2026-02-03 19:32:08.5886800       183.58
      90742          54            2026-05-01 13:14:03.5886800       463.03
      10678          55            2026-05-14 02:43:20.5886800       616.09
      26491          55            2025-09-30 04:12:43.5886800       170.41
      27899          55            2025-12-25 02:42:18.5886800       710.07
      92815          55            2025-08-05 17:11:52.5886800       913.35
      57211          56            2025-01-26 14:57:49.5886800       477.43
      69377          56            2026-07-24 16:03:02.5886800       877.69
      34648          57            2025-01-12 06:41:18.5886800       626.12
      62400          57            2025-03-16 20:49:55.5886800       415.94
      98739          57            2026-03-17 14:59:13.5886800        97.24
      14606          58            2025-05-27 13:39:06.5886800       727.29
      19776          58            2025-01-27 08:58:18.5886800       784.41
      20454          58            2025-12-04 00:36:32.5886800       265.21
      37948          58            2025-08-18 03:44:03.5886800       604.45
      39661          58            2024-12-09 00:32:10.5886800       155.11
      64407          58            2026-03-27 07:00:16.5886800        43.45
      78855          58            2025-02-21 01:46:34.5886800       147.87
      81432          58            2025-10-31 02:41:22.5886800       695.85
      85551          58            2024-12-29 22:20:40.5886800        56.59
      86299          58            2025-05-22 05:09:28.5886800       948.77
      91882          58            2025-02-09 22:52:29.5886800       447.70
       2810          59            2026-01-10 23:29:52.5886800       111.13
      74779          59            2025-02-12 08:30:19.5886800       937.37
      17593          60            2026-04-02 02:43:17.5886800       624.58
      27586          60            2026-01-13 17:49:15.5886800       791.79
      63945          60            2026-02-13 13:19:16.5886800       793.47
       1628          61            2026-08-15 06:18:27.5886800       238.84
      19381          61            2025-10-13 04:24:52.5886800       611.61
      19598          61            2026-04-09 22:13:18.5886800       166.14
      28526          61            2026-08-17 10:01:26.5886800       311.21
      49448          61            2025-03-22 11:01:36.5886800       664.04
      62508          61            2025-04-10 00:40:59.5886800       453.14
      68038          61            2026-07-21 04:56:22.5886800       565.02
       8863          62            2025-06-15 03:30:52.5886800        26.72
      32699          62            2026-01-19 00:40:23.5886800       651.74
     102497          62            2025-12-19 22:34:30.9873216       203.35
     105423          62            2025-01-20 19:42:47.4699613       485.59
        747          63            2026-04-03 14:11:48.5886800       651.30
      18539          63            2025-09-27 01:40:51.5886800       198.14
      25595          63            2025-03-23 04:22:21.5886800       454.01
      40971          63            2025-10-26 07:16:59.5886800       724.84
      52164          63            2026-05-06 23:47:53.5886800       736.72
      58190          63            2026-03-18 12:20:08.5886800       309.09
      36723          64            2025-11-17 21:05:41.5886800       244.98
      36946          64            2025-02-25 21:17:26.5886800       975.37
      38444          64            2026-02-09 04:57:55.5886800       528.24
      53249          64            2025-04-02 15:07:01.5886800       687.65
      78964          64            2025-11-23 00:46:08.5886800       167.52
      86370          64            2024-09-13 19:48:17.5886800       959.64
     104306          64            2025-12-05 20:23:34.9873216       196.56
     109006          64            2025-01-31 15:02:21.4699613        87.37
      16833          65            2025-08-03 14:28:15.5886800       297.77
      26372          65            2026-04-19 13:39:33.5886800       860.82
      27633          65            2024-10-24 12:10:38.5886800       983.57
      78606          65            2026-01-26 11:38:10.5886800       558.48
      97048          65            2026-05-31 12:01:04.5886800       382.84
      80077          66            2025-11-05 16:44:55.5886800       496.21
      56355          67            2026-05-19 23:50:42.5886800       242.53
      30369          68            2025-05-12 14:25:30.5886800       975.71
      72682          68            2025-07-06 08:43:43.5886800       989.68
      91601          68            2025-09-29 04:45:26.5886800         6.74
     100662          68            2025-11-25 03:55:54.9873216       985.31
       2709          69            2026-06-18 19:41:11.5886800       364.69
      28984          69            2025-11-14 09:13:30.5886800       726.18
      34489          69            2024-11-30 20:13:33.5886800        23.17
      72437          69            2025-11-21 23:55:13.5886800       468.29
      76371          69            2024-08-19 18:58:36.5886800       697.12
       6893          70            2025-12-02 08:07:34.5886800       747.46
      31832          70            2025-10-04 15:34:30.5886800       171.13
      32464          70            2024-11-16 07:45:57.5886800       369.08
      36445          70            2024-09-04 20:07:38.5886800       663.34
     101139          70            2026-03-25 02:40:55.9873216        41.63
      37122          71            2025-09-04 22:20:11.5886800       235.22
      47646          71            2025-07-10 18:13:31.5886800       897.97
      72797          72            2026-07-23 10:23:35.5886800       475.34
      96450          72            2026-07-02 22:19:05.5886800       970.31
     107590          72            2026-01-25 00:54:22.4699613       217.37
      38061          73            2025-01-24 19:47:00.5886800       905.13
      45813          73            2025-09-19 22:46:56.5886800       802.86
      62728          73            2026-04-08 03:34:59.5886800       434.82
      73061          73            2026-01-15 07:13:55.5886800       605.94
      81398          73            2025-05-30 00:36:14.5886800        96.01
      86270          73            2026-03-28 23:28:39.5886800       917.13
      51061          74            2025-08-18 09:44:30.5886800        72.60
      77930          74            2024-12-23 13:01:48.5886800       204.63
      27301          75            2025-08-03 23:22:58.5886800       453.90
      47962          75            2025-08-05 09:30:09.5886800       155.75
      72093          75            2025-12-13 00:12:29.5886800        73.32
     103422          75            2025-08-02 02:54:55.9873216       888.20
      12524          76            2025-01-06 20:03:35.5886800       641.77
      44723          76            2025-11-17 06:12:33.5886800       586.04
      70992          76            2025-09-14 21:27:33.5886800       603.78
      75058          76            2026-05-29 09:21:39.5886800        11.57
      26528          77            2026-05-28 22:43:56.5886800       984.54
     101050          77            2025-09-22 12:52:51.9873216       324.18
      49582          78            2026-07-18 01:37:06.5886800       351.92
      68856          78            2026-03-10 01:28:18.5886800       617.94
      73256          78            2025-05-12 02:07:10.5886800       296.23
      88469          78            2024-09-26 03:22:01.5886800       312.54
      95690          78            2025-05-06 02:39:02.5886800       700.74
       1142          79            2025-07-28 18:18:23.5886800        83.32
      13882          79            2026-05-01 05:44:07.5886800       739.33
      14124          79            2025-03-25 11:14:36.5886800       387.13
      46736          79            2024-11-01 04:00:59.5886800       582.27
      49483          79            2026-03-28 05:56:13.5886800       599.11
      52509          79            2025-01-20 07:07:26.5886800        32.04
      92499          79            2025-09-16 02:59:14.5886800       639.53
     104459          79            2025-12-31 07:49:20.9873216        30.78
      28054          80            2025-06-11 09:29:05.5886800        77.88
      36303          80            2024-10-04 00:07:28.5886800       824.25
      56107          80            2025-04-24 00:05:06.5886800       604.46
       7219          81            2024-09-03 12:29:49.5886800       497.14
      16368          81            2025-06-26 22:03:47.5886800       591.34
      43573          81            2025-01-28 03:36:33.5886800       595.10
      80029          81            2026-06-21 23:49:10.5886800       578.40
     102664          81            2025-10-14 08:06:22.9873216        41.39
       9685          83            2025-05-13 14:55:04.5886800       398.83
      14076          83            2025-06-24 16:50:53.5886800       811.65
      68401          83            2024-12-24 03:33:08.5886800       960.14
     102434          83            2025-12-06 04:42:47.9873216       835.58
      49166          84            2026-02-08 07:28:28.5886800       422.21
       5167          85            2024-12-13 05:59:07.5886800       886.19
       5528          85            2025-12-14 21:25:33.5886800       276.31
      16699          85            2026-04-30 06:23:49.5886800       384.20
      33256          85            2025-09-06 22:18:13.5886800       806.15
      71571          85            2025-11-10 14:38:04.5886800       609.87
       7354          86            2025-05-16 21:33:52.5886800       300.70
      20925          86            2025-08-30 09:45:58.5886800       941.04
      23629          86            2025-05-19 03:41:08.5886800       891.99
      53921          86            2025-03-29 22:56:22.5886800       607.18
      91862          86            2026-01-05 01:52:20.5886800       796.91
       2284          87            2025-11-26 02:49:43.5886800       944.91
      17942          87            2026-05-20 15:56:34.5886800       566.83
      52845          87            2025-06-14 17:02:09.5886800       222.04
      65626          87            2025-08-11 07:55:57.5886800       524.64
      88299          87            2026-08-04 00:57:47.5886800       456.81
      32919          88            2024-11-05 01:50:36.5886800       180.11
      46979          88            2025-11-02 02:32:52.5886800       976.25
      56695          89            2024-12-29 06:38:38.5886800       852.95
      71607          89            2024-11-22 06:03:48.5886800       611.15
      80035          90            2026-02-03 19:44:51.5886800       243.16
       2208          91            2025-06-15 06:06:55.5886800       891.18
      25368          91            2026-01-15 01:58:05.5886800       428.25
      40481          91            2026-07-14 01:49:15.5886800       444.89
      47262          91            2025-02-01 15:23:44.5886800       106.60
      63539          91            2025-12-15 11:35:52.5886800       608.45
      10296          92            2025-08-20 11:21:22.5886800       573.16
      71759          92            2024-09-16 02:19:15.5886800       591.27
         86          94            2024-12-13 14:54:01.5886800       164.06
      22730          94            2024-10-05 17:17:08.5886800       182.79
      29043          94            2025-08-29 18:55:12.5886800       980.16
      32622          94            2026-07-04 05:44:23.5886800        53.82
      98147          94            2024-11-19 12:54:39.5886800       152.16
       4433          95            2026-01-03 02:54:57.5886800       991.28
      32014          95            2026-04-23 04:23:53.5886800       151.20
      73731          95            2024-10-09 02:18:29.5886800        20.71
         62          96            2026-01-06 22:19:45.5886800       993.16
       4814          96            2026-05-19 04:51:00.5886800       497.37
       5718          96            2025-12-19 03:49:45.5886800       929.98
      20318          96            2025-02-02 18:01:54.5886800       394.36
      46525          96            2026-02-22 17:06:48.5886800        44.76
      51251          96            2026-01-13 07:50:07.5886800       704.07
      58485          96            2026-04-02 02:06:24.5886800        81.78
     103279          96            2025-11-08 11:11:05.9873216       401.37
     103397          96            2024-09-08 17:55:08.9873216       180.00
      27520          97            2026-02-14 15:22:49.5886800       430.32
      29520          97            2025-12-07 00:47:01.5886800       965.85
      47258          97            2025-03-04 21:43:23.5886800       273.59
      66466          97            2026-01-15 12:06:21.5886800       625.95
      29594          98            2025-02-24 18:52:50.5886800       372.41
      48954          98            2025-01-11 00:04:40.5886800       681.74
      54998          98            2025-09-05 21:24:34.5886800       374.89
      61425          98            2024-09-06 14:07:17.5886800       786.27
      73943          98            2025-01-28 04:01:23.5886800       291.64
      45854          99            2025-05-10 22:44:06.5886800       656.21
      94756          99            2025-02-24 14:04:47.5886800       972.41
      95738          99            2025-11-14 14:40:21.5886800       332.56
       7810         100            2026-03-01 15:26:54.5886800        39.10
      33353         100            2024-11-14 20:08:01.5886800       657.64
      97131         100            2025-07-22 07:43:12.5886800       268.36
       9874         101            2025-08-14 20:06:24.5886800       327.01
      73958         101            2025-02-03 04:22:44.5886800        10.26
      78299         101            2026-03-28 05:25:48.5886800       737.89
      79225         101            2024-09-11 15:14:33.5886800       284.78
     103736         101            2025-08-19 23:54:21.9873216        88.76
     106303         101            2026-08-14 10:26:52.4699613       848.53
        477         102            2025-04-26 11:53:38.5886800       916.55
       9543         102            2026-01-17 09:48:18.5886800       342.12
      12852         102            2026-03-13 20:17:09.5886800       321.66
      21972         102            2026-05-01 01:25:26.5886800        22.36
      26905         102            2025-11-03 13:25:53.5886800       279.66
      50107         102            2024-10-31 23:11:13.5886800        83.74
      63957         102            2025-02-15 08:57:34.5886800       923.07
      12345         103            2025-04-17 02:31:56.5886800       193.38
      18496         103            2024-12-17 07:40:58.5886800       339.51
      47340         103            2026-06-10 09:57:14.5886800       949.75
      93153         103            2025-06-09 13:55:01.5886800       183.55
       8033         104            2025-11-30 11:24:19.5886800       477.45
      31617         104            2026-03-10 09:06:19.5886800       659.45
      51900         104            2024-08-22 14:05:14.5886800       752.25
      56123         104            2025-02-22 21:25:38.5886800       979.57
      84629         104            2025-04-03 18:22:14.5886800       142.10
      86524         104            2025-02-14 15:38:51.5886800       384.82
     108900         104            2024-08-31 10:18:31.4699613       385.98
      34780         105            2026-05-07 04:56:56.5886800       635.04
      45028         105            2025-01-21 18:47:12.5886800       667.44
      82320         105            2024-12-03 21:29:23.5886800       577.57
      22431         106            2026-04-11 11:22:37.5886800       714.42
      63440         106            2025-01-20 04:22:59.5886800       230.70
      67196         106            2025-09-23 06:36:02.5886800       602.68
     101654         106            2025-04-26 19:05:19.9873216       707.85
       1803         107            2026-06-17 02:05:40.5886800       123.62
      10546         107            2026-04-24 10:58:44.5886800        78.09
      42256         107            2024-12-29 23:49:29.5886800       412.49
     101474         107            2025-07-02 18:59:12.9873216       417.78
     105807         107            2025-10-13 02:28:51.4699613       940.45
       7499         108            2025-07-13 13:51:10.5886800       975.77
      26534         108            2025-08-25 23:08:32.5886800       312.79
      51700         108            2026-05-15 13:54:59.5886800       263.81
     108242         108            2026-07-01 12:19:34.4699613       366.41
      21544         109            2025-04-18 09:40:01.5886800       272.30
      27298         109            2026-08-11 21:33:20.5886800       794.23
      42222         109            2025-02-07 11:26:21.5886800       441.59
      46232         109            2025-08-09 14:22:58.5886800       142.90
      71281         109            2025-06-05 22:37:12.5886800       304.68
      31574         110            2025-07-04 10:58:28.5886800       990.85
      46722         110            2026-04-15 16:09:24.5886800       669.36
      58795         110            2026-06-26 05:19:55.5886800       387.73
      65130         110            2025-05-06 22:31:53.5886800       142.00
     108458         110            2025-06-11 10:20:04.4699613       482.67
     108766         110            2025-08-20 07:06:50.4699613       564.00
      19085         111            2024-12-29 14:58:18.5886800       560.51
      38793         111            2025-10-06 06:52:33.5886800       461.92
      69494         111            2024-12-08 19:23:54.5886800       590.60
      90546         111            2024-08-29 06:41:28.5886800       150.11
       4453         112            2024-09-08 14:36:11.5886800       883.43
      11724         112            2025-11-29 16:29:44.5886800       660.43
      87302         112            2026-02-20 00:31:28.5886800        31.20
      90694         112            2026-06-06 21:50:20.5886800       162.03
      35581         113            2025-06-28 12:57:09.5886800       229.26
      80830         113            2025-12-12 18:22:24.5886800       978.50
      88762         113            2026-05-08 17:19:06.5886800       988.51
      13373         114            2026-05-19 04:20:33.5886800       119.08
      23096         114            2026-03-12 10:26:50.5886800        62.87
      33996         114            2025-08-21 00:23:36.5886800        98.91
      52898         114            2026-06-02 08:26:58.5886800       588.77
      57461         114            2025-05-12 14:07:33.5886800       564.12
      74697         114            2024-12-03 09:32:35.5886800       755.11
      86980         114            2025-10-27 18:07:28.5886800       581.02
      96878         114            2026-03-04 06:08:54.5886800        11.54
     107401         114            2025-01-29 22:31:26.4699613        30.69
      17665         115            2026-08-08 11:02:38.5886800       520.78
        459         116            2025-01-14 07:42:03.5886800       920.19
      36290         116            2025-07-04 00:57:05.5886800       519.09
      38165         116            2026-04-21 11:10:33.5886800       475.80
       8285         117            2025-12-24 01:38:03.5886800       377.04
      24178         118            2025-09-28 13:52:46.5886800       297.53
      32010         118            2025-09-11 15:46:57.5886800       327.80
      56075         118            2025-09-30 16:59:16.5886800       281.45
     100635         118            2025-03-14 18:44:38.9873216       985.95
      70204         119            2024-10-06 06:23:51.5886800       511.79
      91232         119            2025-12-19 06:56:24.5886800       694.86
     105834         119            2026-05-10 12:11:03.4699613       962.88
      47461         120            2024-10-10 22:55:16.5886800        94.40
      55300         120            2025-10-05 03:28:11.5886800       907.01
     102447         120            2025-10-13 02:04:54.9873216       895.32
      69400         121            2025-06-09 01:09:06.5886800       301.78
     108811         122            2025-09-20 00:31:07.4699613       797.94
       1930         123            2026-01-01 03:25:15.5886800        44.06
      32905         123            2025-08-05 01:42:55.5886800       808.11
      33427         123            2026-05-13 22:13:38.5886800       167.59
      38705         123            2024-09-23 08:57:46.5886800       305.89
      45222         123            2025-05-03 04:32:50.5886800       832.75
      46302         123            2025-05-17 16:32:36.5886800       667.20
      84537         123            2025-11-01 14:41:10.5886800       474.10
      24380         124            2026-03-05 00:18:13.5886800       862.45
      66559         124            2025-09-02 13:49:07.5886800       959.84
      71463         124            2024-10-21 09:44:00.5886800        99.05
      13288         125            2025-07-13 17:53:32.5886800       334.80
      56405         125            2026-06-01 10:12:19.5886800       987.51
      73859         125            2025-04-12 18:15:06.5886800       137.27
      76242         125            2025-01-29 13:16:31.5886800       912.60
      78368         125            2026-03-06 14:50:00.5886800        32.84
      99912         125            2025-01-22 02:04:13.5886800       921.39
      12006         126            2026-04-21 12:41:23.5886800        33.54
      48886         126            2026-07-22 09:37:46.5886800       458.41
      70620         126            2024-11-17 05:07:04.5886800       290.28
      24683         127            2026-04-05 13:09:03.5886800       556.09
      33554         127            2026-03-05 23:48:56.5886800       413.37
      43657         127            2025-09-19 11:42:58.5886800       569.17
      68922         127            2026-02-03 22:37:04.5886800       209.55
      85517         127            2025-03-06 10:53:49.5886800        89.61
     109625         127            2025-03-05 10:48:38.4699613       299.23
      44307         128            2024-09-08 10:09:03.5886800       553.66
      78746         128            2025-05-19 06:48:29.5886800       534.27
      91820         128            2025-01-13 14:19:08.5886800       877.78
      97213         128            2026-06-04 22:03:41.5886800       215.64
      22074         129            2026-05-22 21:41:46.5886800       975.81
      30167         129            2025-04-14 06:55:26.5886800        86.36
      30926         129            2026-02-04 05:30:57.5886800       333.06
      31456         129            2026-02-26 11:50:34.5886800       101.47
       3200         130            2025-11-23 10:36:54.5886800       739.90
      13127         130            2026-03-30 21:54:22.5886800       751.62
      14312         130            2025-04-23 03:32:45.5886800       391.66
      67386         130            2024-12-24 17:04:53.5886800       221.99
      18209         131            2026-07-27 08:34:38.5886800       186.93
      22459         131            2025-10-14 08:04:06.5886800       282.34
